Date,State,Region,Category,Sub-Category,Sales,Quantity
11/22/2018,Georgia,South,Mobile Phones,iPhone,319.9,5
11/22/2018,Georgia,South,Mobile Phones,Motorola ,11.36,2
11/22/2018,Georgia,South,Mobile Phones,Samsung,675.12,3
1/26/2018,Virginia,South,Laptops,Asus,62.82,3
1/26/2018,Virginia,South,Mobile Phones,OnePlus,489.92,8
1/26/2018,Virginia,South,Mobile Phones,Pixel,19.44,3
1/26/2018,Virginia,South,Mobile Phones,Pixel,16.68,2
1/26/2018,Virginia,South,Cameras ,Sony,155.35,13
1/26/2018,Virginia,South,Laptops,Asus,12.42,3
1/26/2018,Virginia,South,Cameras ,Sony,187.98,2
11/3/2019,Texas,Central,Mobile Phones,Motorola ,6.608,2
6/30/2017,New York,East,Mobile Phones,OnePlus,248.57,7
6/30/2017,New York,East,Laptops,Asus,22.23,1
5/5/2016,California,West,Mobile Phones,OnePlus,5.98,1
5/5/2016,California,West,Cameras ,Sony,246.168,3
9/8/2016,Illinois,Central,Laptops,Asus,14.136,2
9/8/2016,Illinois,Central,Laptops,Lenovo,601.47,3
11/24/2017,South Carolina,South,Cameras ,Sony,79.1,2
11/24/2017,South Carolina,South,Mobile Phones,iPhone,327.84,8
5/13/2017,Indiana,Central,Mobile Phones,Motorola ,180.96,2
5/13/2017,Indiana,Central,Mobile Phones,iPhone,914.97,3
5/13/2017,Indiana,Central,Cameras ,Sony,587.97,3
5/13/2017,Indiana,Central,Mobile Phones,OnePlus,530.34,2
5/13/2017,Indiana,Central,Mobile Phones,Pixel,14.94,3
4/23/2017,New York,East,Mobile Phones,Samsung,121.94,2
4/23/2017,New York,East,Mobile Phones,Mi,122.71,7
6/4/2016,New York,East,Mobile Phones,Pixel,14.94,3
6/4/2016,New York,East,Cameras ,Canon,1349.85,3
6/4/2016,New York,East,Laptops,Dell,136.784,1
6/4/2016,New York,East,Laptops,Asus,61.12,4
12/16/2018,Florida,South,Mobile Phones,iPhone,1.167,1
3/4/2016,California,West,Mobile Phones,LG,16.99,1
11/25/2018,Texas,Central,Cameras ,Nikon,24.672,3
11/25/2018,Texas,Central,Mobile Phones,HTC,2.52,1
11/25/2018,Texas,Central,Laptops,Lenovo,1218.735,5
11/25/2018,Texas,Central,Mobile Phones,HTC,5.904,2
11/25/2018,Texas,Central,Mobile Phones,Pixel,15.696,3
11/25/2018,Texas,Central,Laptops,Asus,6.096,3
4/28/2016,California,West,Laptops,HP,41.568,2
4/26/2018,California,West,Laptops,HP,230.28,3
4/26/2018,California,West,Mobile Phones,iPhone,18.288,6
4/1/2017,California,West,Mobile Phones,HTC,5.78,2
4/1/2017,California,West,Mobile Phones,iPhone,121.68,13
12/22/2017,New Mexico,West,Mobile Phones,LG,4.17,3
12/22/2017,New Mexico,West,Cameras ,Sony,67.04,4
12/22/2017,New Mexico,West,Mobile Phones,OnePlus,37.32,3
12/22/2017,New Mexico,West,Mobile Phones,HTC,18.45,5
12/3/2018,Missouri,Central,Mobile Phones,Pixel,25.92,4
10/22/2017,New York,East,Cameras ,GoPro,11199.968,4
10/22/2017,New York,East,Cameras ,Sony,2399.6,8
10/22/2017,New York,East,Mobile Phones,Motorola ,63.9,5
10/22/2017,New York,East,Cameras ,Sony,52.99,1
11/13/2017,Ohio,East,Cameras ,Nikon,60.864,4
11/13/2017,Ohio,East,Cameras ,Canon,652.995,7
11/13/2017,Ohio,East,Mobile Phones,iPhone,11.22,10
9/10/2019,Oklahoma,Central,Mobile Phones,Pixel,14.94,3
5/15/2017,Washington,West,Laptops,Asus,39.96,2
5/15/2017,Washington,West,Laptops,HP,42.624,2
5/15/2017,Washington,West,Laptops,HP,220.96,1
7/5/2019,North Carolina,South,Laptops,Asus,4.928,2
7/5/2019,North Carolina,South,Mobile Phones,iPhone,7.23,5
8/15/2019,California,West,Mobile Phones,OnePlus,323.1,2
6/12/2017,New York,East,Mobile Phones,Pixel,19.04,4
6/12/2017,New York,East,Mobile Phones,iPhone,13.128,3
6/12/2017,New York,East,Mobile Phones,LG,64.14,3
6/12/2017,New York,East,Laptops,HP,858.24,4
2/20/2019,Arkansas,South,Cameras ,Nikon,29.99,1
12/29/2016,Illinois,Central,Mobile Phones,Pixel,186.048,6
4/17/2016,North Carolina,South,Cameras ,Sony,36.792,1
4/17/2016,North Carolina,South,Laptops,Asus,18.624,8
9/7/2018,Oklahoma,Central,Laptops,Asus,57.69,3
9/7/2018,Oklahoma,Central,Mobile Phones,iPhone,42.81,3
9/7/2018,Oklahoma,Central,Mobile Phones,Pixel,12.96,2
9/7/2018,Oklahoma,Central,Laptops,Asus,821.88,6
9/7/2018,Oklahoma,Central,Cameras ,Sony,104.85,3
9/26/2016,California,West,Laptops,Dell,424.9575,5
9/17/2017,Utah,West,Mobile Phones,iPhone,10.776,3
9/17/2017,Utah,West,Mobile Phones,iPhone,11.784,3
9/17/2017,Utah,West,Mobile Phones,Pixel,164.88,3
9/17/2017,Utah,West,Laptops,Dell,1292.94,3
9/17/2017,Utah,West,Mobile Phones,iPhone,25.584,2
9/17/2017,Utah,West,Mobile Phones,OnePlus,261.74,2
9/17/2017,Utah,West,Mobile Phones,HTC,14.4,5
8/16/2016,California,West,Mobile Phones,Motorola ,10.86,3
12/24/2019,Arizona,West,Laptops,HP,883.84,4
11/28/2017,New York,East,Cameras ,Sony,1979.89,11
11/28/2017,New York,East,Mobile Phones,Motorola ,79.96,2
4/14/2017,Missouri,Central,Mobile Phones,iPhone,8.76,2
5/1/2016,Tennessee,South,Mobile Phones,HTC,3.984,1
5/1/2016,Tennessee,South,Laptops,Lenovo,370.62,3
5/1/2016,Tennessee,South,Mobile Phones,iPhone,2.742,2
10/1/2016,Texas,Central,Cameras ,Nikon,79.512,3
10/1/2016,Texas,Central,Mobile Phones,Pixel,28.352,1
8/25/2019,California,West,Laptops,HP,40.784,1
8/25/2019,California,West,Mobile Phones,Samsung,105.96,4
9/9/2018,Massachusetts,East,Mobile Phones,Pixel,166.44,3
9/9/2018,Massachusetts,East,Laptops,HP,785.88,6
9/9/2018,Massachusetts,East,Mobile Phones,Pixel,26.2,2
9/9/2018,Massachusetts,East,Mobile Phones,OnePlus,1325.85,5
12/3/2017,California,West,Mobile Phones,Pixel,166.44,3
11/27/2017,North Carolina,South,Mobile Phones,LG,8.76,5
11/27/2017,North Carolina,South,Mobile Phones,Samsung,43.584,1
6/21/2018,Colorado,West,Mobile Phones,iPhone,11.088,7
6/21/2018,Colorado,West,Mobile Phones,iPhone,25.164,2
1/21/2017,Michigan,Central,Mobile Phones,iPhone,14.4,5
1/21/2017,Michigan,Central,Cameras ,Nikon,619.95,5
1/21/2017,Michigan,Central,Mobile Phones,iPhone,89.52,4
1/21/2017,Michigan,Central,Cameras ,Canon,350.973,3
1/21/2017,Michigan,Central,Cameras ,Sony,164.99,1
6/29/2017,California,West,Mobile Phones,iPhone,312.552,9
9/6/2016,North Carolina,South,Mobile Phones,Motorola ,95.952,3
9/6/2016,North Carolina,South,Mobile Phones,iPhone,3.204,2
8/4/2016,Illinois,Central,Mobile Phones,iPhone,3.98,5
11/12/2019,California,West,Mobile Phones,Pixel,15.7,5
6/30/2018,Illinois,Central,Mobile Phones,LG,5.248,4
12/4/2017,Pennsylvania,East,Mobile Phones,iPhone,5.346,3
8/28/2016,Colorado,West,Mobile Phones,Pixel,15.48,3
8/28/2016,Colorado,West,Cameras ,Sony,108.576,3
1/22/2016,Washington,West,Laptops,Asus,109.9,5
10/15/2018,Florida,South,Laptops,Asus,15.384,1
2/7/2016,Ohio,East,Mobile Phones,Pixel,30.352,2
3/18/2018,Florida,South,Cameras ,Canon,821.3,4
3/18/2018,Florida,South,Cameras ,Canon,22638.48,6
3/18/2018,Florida,South,Mobile Phones,Pixel,21.376,4
3/18/2018,Florida,South,Mobile Phones,LG,8.016,3
3/18/2018,Florida,South,Laptops,Asus,30.768,2
3/18/2018,Florida,South,Mobile Phones,Nokia,18.936,3
3/18/2018,Florida,South,Laptops,Asus,122.352,3
5/24/2018,Maryland,East,Mobile Phones,Pixel,116.28,3
7/11/2017,New York,East,Cameras ,Nikon,132.6,6
6/16/2017,New Mexico,West,Mobile Phones,Mi,16.68,2
6/16/2017,New Mexico,West,Mobile Phones,Pixel,19.44,3
6/16/2017,New Mexico,West,Mobile Phones,Pixel,192.16,4
1/30/2019,California,West,Laptops,Asus,227.36,7
1/30/2019,California,West,Cameras ,Canon,1919.976,3
12/11/2019,Florida,South,Mobile Phones,iPhone,12.828,2
10/9/2017,Ohio,East,Laptops,Asus,45.888,4
7/29/2017,New York,East,Mobile Phones,LG,60.12,9
4/25/2018,North Carolina,South,Cameras ,Sony,302.376,3
12/1/2019,Washington,West,Mobile Phones,LG,13.9,5
12/4/2018,New York,East,Cameras ,Sony,129.98,2
8/26/2017,Georgia,South,Cameras ,Nikon,71.98,2
9/7/2018,New York,East,Cameras ,Sony,377.97,3
12/21/2017,California,West,Mobile Phones,OnePlus,124.36,2
12/6/2018,Texas,Central,Laptops,Asus,23.976,3
11/4/2018,North Carolina,South,Mobile Phones,Nokia,8.376,3
11/4/2018,North Carolina,South,Mobile Phones,Samsung,58.24,5
4/14/2016,Virginia,South,Mobile Phones,OnePlus,81.2,5
10/4/2018,California,West,Mobile Phones,HTC,14.45,5
10/4/2018,California,West,Mobile Phones,iPhone,95.648,2
11/7/2017,Pennsylvania,East,Cameras ,Sony,359.97,5
11/7/2017,Pennsylvania,East,Laptops,Lenovo,350.352,4
12/22/2017,Ohio,East,Mobile Phones,iPhone,1.641,1
12/22/2017,Ohio,East,Cameras ,Sony,629.958,7
2/13/2017,Washington,West,Mobile Phones,LG,6.63,3
2/13/2017,Washington,West,Cameras ,Nikon,799.96,4
2/13/2017,Washington,West,Laptops,Asus,107.53,1
7/2/2018,New Jersey,East,Cameras ,Sony,73.98,2
7/2/2018,New Jersey,East,Mobile Phones,LG,5.58,1
2/21/2019,New Mexico,West,Mobile Phones,Pixel,49.12,4
11/13/2019,Delaware,East,Cameras ,Sony,377.97,3
11/13/2019,Delaware,East,Mobile Phones,Pixel,42.28,7
11/13/2019,Delaware,East,Laptops,Dell,299.97,3
11/13/2019,Delaware,East,Cameras ,Sony,89.98,2
4/16/2017,Alabama,South,Mobile Phones,Mi,477.24,4
4/16/2017,Alabama,South,Cameras ,Nikon,25.98,2
2/25/2016,Ohio,East,Mobile Phones,Motorola ,46.72,5
11/4/2018,California,West,Laptops,Asus,35.34,2
6/20/2019,California,West,Laptops,Asus,257.64,6
6/20/2019,California,West,Cameras ,Sony,125.976,3
8/7/2017,North Carolina,South,Cameras ,Nikon,79.992,1
5/12/2018,Massachusetts,East,Laptops,Lenovo,700.056,3
11/22/2019,Texas,Central,Cameras ,Nikon,27.168,4
12/4/2019,Florida,South,Mobile Phones,iPhone,8.226,3
6/8/2018,Washington,West,Laptops,HP,585.552,3
8/8/2018,California,West,Mobile Phones,OnePlus,423.28,11
5/26/2018,California,West,Laptops,HP,225.296,2
4/17/2019,California,West,Mobile Phones,LG,5.56,2
4/17/2019,California,West,Cameras ,Nikon,323.37,3
4/17/2019,California,West,Cameras ,Sony,783.96,5
4/17/2019,California,West,Mobile Phones,Samsung,1447.65,5
4/17/2019,California,West,Mobile Phones,Pixel,11.96,2
6/11/2016,New York,East,Cameras ,Nikon,239.97,3
3/11/2016,Georgia,South,Laptops,Asus,76.92,4
3/11/2016,Georgia,South,Mobile Phones,OnePlus,481.32,4
5/26/2018,Utah,West,Mobile Phones,Pixel,48.4,5
10/12/2017,California,West,Cameras ,Nikon,0.99,1
10/12/2017,California,West,Mobile Phones,iPhone,101.84,5
6/22/2017,Pennsylvania,East,Mobile Phones,iPhone,10.332,3
6/22/2017,Pennsylvania,East,Mobile Phones,iPhone,31.155,5
6/22/2017,Pennsylvania,East,Mobile Phones,OnePlus,8.928,2
1/15/2017,Pennsylvania,East,Mobile Phones,Samsung,34.384,1
1/15/2017,Pennsylvania,East,Mobile Phones,Samsung,1924.16,8
4/2/2019,Texas,Central,Mobile Phones,Samsung,32.192,2
4/2/2019,Texas,Central,Cameras ,Nikon,50.12,7
4/2/2019,Texas,Central,Cameras ,Nikon,47.976,3
9/3/2016,Wisconsin,Central,Mobile Phones,OnePlus,54.5,5
12/10/2017,Florida,South,Laptops,Asus,19.104,3
11/22/2016,Michigan,Central,Mobile Phones,iPhone,49.44,3
11/11/2017,Ohio,East,Mobile Phones,Pixel,10.368,2
10/21/2016,California,West,Mobile Phones,OnePlus,154.44,3
12/21/2019,Colorado,West,Mobile Phones,Samsung,60.984,7
7/17/2019,California,West,Laptops,Dell,195.466,2
4/30/2017,Florida,South,Laptops,Asus,23.68,8
4/30/2017,Florida,South,Cameras ,Nikon,2.376,3
5/6/2017,New York,East,Mobile Phones,HTC,59.2,4
11/20/2017,Minnesota,Central,Mobile Phones,LG,22,10
11/11/2016,Michigan,Central,Cameras ,Sony,257.98,2
11/5/2016,Pennsylvania,East,Cameras ,Sony,23.988,2
10/9/2016,Ohio,East,Cameras ,Sony,23.976,4
9/21/2019,California,West,Laptops,HP,601.536,4
9/21/2019,California,West,Mobile Phones,Nokia,7.9,2
12/2/2018,Texas,Central,Laptops,Asus,58.36,5
12/2/2018,Texas,Central,Mobile Phones,LG,16.464,7
12/2/2018,Texas,Central,Laptops,Asus,39.96,5
9/21/2018,Nebraska,Central,Mobile Phones,Samsung,25.96,2
9/21/2018,Nebraska,Central,Mobile Phones,Samsung,36.27,3
9/21/2018,Nebraska,Central,Mobile Phones,Pixel,6.48,1
4/12/2018,California,West,Cameras ,Sony,1075.088,14
4/12/2018,California,West,Cameras ,Sony,438.368,4
4/12/2018,California,West,Mobile Phones,iPhone,18.088,7
4/12/2018,California,West,Laptops,Dell,308.499,3
10/20/2017,Arkansas,South,Mobile Phones,LG,13.36,4
10/20/2017,Arkansas,South,Mobile Phones,Pixel,39.96,2
10/20/2017,Arkansas,South,Mobile Phones,iPhone,145.85,5
10/25/2016,Florida,South,Cameras ,Sony,783.96,5
11/1/2019,Oregon,West,Mobile Phones,LG,7.88,1
11/3/2017,New Mexico,West,Laptops,Asus,41.37,3
5/12/2019,California,West,Mobile Phones,Pixel,12.84,3
5/12/2019,California,West,Mobile Phones,Pixel,25.68,6
9/7/2019,Texas,Central,Laptops,HP,47.516,2
7/25/2019,Washington,West,Mobile Phones,Nokia,9.42,2
7/25/2019,Washington,West,Mobile Phones,Pixel,12.96,2
7/25/2019,Washington,West,Laptops,Dell,704.9,5
7/25/2019,Washington,West,Laptops,HP,561.568,2
11/16/2019,Wisconsin,Central,Mobile Phones,Pixel,179.82,9
11/16/2019,Wisconsin,Central,Laptops,Asus,185.58,6
11/16/2019,Wisconsin,Central,Laptops,Lenovo,214.11,3
11/16/2019,Wisconsin,Central,Cameras ,Nikon,999.96,4
11/16/2019,Wisconsin,Central,Laptops,Lenovo,653.55,3
9/1/2019,Massachusetts,East,Mobile Phones,iPhone,114.6,5
9/1/2019,Massachusetts,East,Laptops,HP,60.74,1
9/1/2019,Massachusetts,East,Laptops,Asus,124.36,2
9/1/2019,Massachusetts,East,Mobile Phones,OnePlus,1088.76,6
5/5/2016,California,West,Mobile Phones,iPhone,6.72,5
5/5/2016,California,West,Laptops,Lenovo,298.776,3
12/31/2016,California,West,Cameras ,Sony,302.376,3
9/18/2017,Texas,Central,Mobile Phones,LG,8.928,2
9/18/2017,Texas,Central,Mobile Phones,OnePlus,47.584,2
9/25/2018,Texas,Central,Mobile Phones,Pixel,33.792,8
9/25/2018,Texas,Central,Laptops,Dell,300.5328,2
9/25/2018,Texas,Central,Mobile Phones,iPhone,2.724,2
9/25/2018,Texas,Central,Mobile Phones,Motorola ,3.264,2
4/23/2016,Ohio,East,Mobile Phones,Pixel,108.336,6
4/23/2016,Ohio,East,Mobile Phones,OnePlus,55.92,5
4/23/2016,Ohio,East,Mobile Phones,Pixel,78.304,2
11/1/2018,Oregon,West,Mobile Phones,OnePlus,443.92,5
11/1/2018,Oregon,West,Cameras ,Sony,155.976,3
1/26/2017,Alabama,South,Mobile Phones,LG,15.47,7
1/26/2017,Alabama,South,Mobile Phones,iPhone,7.16,2
11/11/2017,California,West,Mobile Phones,Samsung,10.89,1
11/11/2017,California,West,Mobile Phones,Pixel,19.44,3
11/11/2017,California,West,Mobile Phones,iPhone,121.6,5
6/9/2016,Florida,South,Cameras ,Canon,695.7,2
9/3/2019,New York,East,Mobile Phones,OnePlus,120.33,1
3/14/2018,Virginia,South,Laptops,HP,1139.92,4
8/31/2017,North Carolina,South,Mobile Phones,Pixel,229.544,7
3/23/2017,Texas,Central,Mobile Phones,OnePlus,143.728,2
5/18/2017,Pennsylvania,East,Cameras ,Nikon,36.048,3
12/27/2016,Illinois,Central,Laptops,HP,845.488,8
11/17/2017,Massachusetts,East,Mobile Phones,LG,50.94,3
9/10/2017,Illinois,Central,Mobile Phones,iPhone,762.594,3
4/8/2017,Georgia,South,Laptops,Asus,56.28,6
4/8/2017,Georgia,South,Mobile Phones,iPhone,2690.97,3
11/28/2016,Florida,South,Mobile Phones,iPhone,7.434,6
6/2/2016,Pennsylvania,East,Mobile Phones,OnePlus,64.784,1
12/17/2017,Indiana,Central,Mobile Phones,Pixel,28.16,4
3/19/2016,New York,East,Laptops,Asus,14.98,1
3/19/2016,New York,East,Laptops,Asus,20.32,4
8/20/2017,Massachusetts,East,Mobile Phones,OnePlus,40.29,3
7/25/2017,South Dakota,Central,Mobile Phones,HTC,20.23,7
8/26/2016,California,West,Laptops,HP,1603.136,4
8/15/2016,North Carolina,South,Laptops,HP,225.296,2
5/19/2017,Georgia,South,Cameras ,Nikon,67.8,4
5/19/2017,Georgia,South,Cameras ,Sony,377.97,3
5/19/2017,Georgia,South,Laptops,Dell,1628.82,9
5/19/2017,Georgia,South,Mobile Phones,Pixel,286.93,7
8/12/2017,Florida,South,Mobile Phones,Pixel,20.736,4
8/13/2017,California,West,Mobile Phones,OnePlus,31.44,3
8/13/2017,California,West,Mobile Phones,Samsung,83.79,7
8/13/2017,California,West,Mobile Phones,LG,59.52,3
8/13/2017,California,West,Mobile Phones,Mi,31.92,4
11/10/2016,Ohio,East,Mobile Phones,Mi,14.72,5
11/10/2016,Ohio,East,Mobile Phones,OnePlus,38.976,3
6/12/2017,Florida,South,Laptops,Asus,17.088,2
3/22/2018,Arizona,West,Mobile Phones,Pixel,74.352,3
3/22/2018,Arizona,West,Laptops,HP,314.352,3
6/15/2017,California,West,Mobile Phones,LG,4.26,1
11/16/2017,California,West,Mobile Phones,OnePlus,811.28,8
12/29/2017,New York,East,Mobile Phones,Nokia,6.03,3
1/21/2016,California,West,Laptops,HP,153.568,2
1/21/2016,California,West,Laptops,HP,1013.488,7
1/15/2016,New Jersey,East,Mobile Phones,Motorola ,52.34,2
1/15/2016,New Jersey,East,Mobile Phones,LG,4.66,2
1/15/2016,New Jersey,East,Cameras ,Nikon,254.97,3
9/19/2016,New Jersey,East,Mobile Phones,iPhone,25.44,6
9/19/2016,New Jersey,East,Mobile Phones,Mi,27.93,3
2/21/2018,Illinois,Central,Mobile Phones,iPhone,8.85,5
11/11/2016,California,West,Laptops,Asus,6.96,4
1/30/2016,California,West,Mobile Phones,iPhone,17.456,2
10/18/2016,Arizona,West,Laptops,HP,307.92,5
12/18/2017,California,West,Mobile Phones,LG,6.63,3
12/18/2017,California,West,Mobile Phones,Pixel,12.96,2
12/18/2017,California,West,Mobile Phones,Pixel,32.4,5
11/2/2017,Washington,West,Mobile Phones,Pixel,23.85,5
4/29/2018,Louisiana,South,Laptops,HP,51.96,2
4/29/2018,Louisiana,South,Mobile Phones,iPhone,17.94,3
10/23/2017,New York,East,Mobile Phones,Pixel,11.56,2
10/23/2017,New York,East,Mobile Phones,Pixel,26.4,5
10/23/2017,New York,East,Laptops,Asus,69.08,11
10/23/2017,New York,East,Cameras ,Sony,35.88,3
3/30/2018,New York,East,Mobile Phones,LG,49.65,5
1/4/2016,North Carolina,South,Cameras ,GoPro,959.968,4
4/26/2019,Texas,Central,Laptops,HP,408.422,2
9/12/2019,New York,East,Cameras ,GoPro,479.984,2
9/12/2019,New York,East,Mobile Phones,HTC,12.6,4
9/11/2017,Georgia,South,Mobile Phones,Pixel,184.66,7
6/12/2016,Illinois,Central,Mobile Phones,Pixel,23.12,5
6/27/2016,Illinois,Central,Mobile Phones,Pixel,37.464,7
6/27/2016,Illinois,Central,Laptops,HP,539.658,3
9/26/2018,Washington,West,Mobile Phones,OnePlus,310.12,2
11/3/2017,Minnesota,Central,Mobile Phones,Pixel,8.56,2
11/3/2017,Minnesota,Central,Mobile Phones,OnePlus,52.4,5
11/3/2017,Minnesota,Central,Mobile Phones,HTC,14.94,3
2/19/2017,Washington,West,Mobile Phones,Nokia,11.22,3
11/5/2019,Florida,South,Mobile Phones,Samsung,387.136,4
6/16/2018,New York,East,Mobile Phones,Motorola ,41.4,5
6/16/2018,New York,East,Mobile Phones,LG,35,4
6/16/2018,New York,East,Mobile Phones,iPhone,39.552,3
10/12/2019,Indiana,Central,Cameras ,Sony,135.72,3
10/12/2019,Indiana,Central,Mobile Phones,iPhone,12.56,2
10/12/2019,Indiana,Central,Cameras ,Sony,263.96,4
8/27/2017,Texas,Central,Mobile Phones,LG,5.952,1
11/23/2016,Pennsylvania,East,Mobile Phones,Nokia,15.8,5
11/23/2016,Pennsylvania,East,Laptops,Asus,14.368,2
11/23/2016,Pennsylvania,East,Laptops,Asus,70.448,7
1/30/2017,California,West,Mobile Phones,OnePlus,129.3,2
11/30/2019,Texas,Central,Mobile Phones,iPhone,3.882,3
6/28/2018,Michigan,Central,Mobile Phones,Nokia,6.08,1
9/2/2018,New York,East,Mobile Phones,Samsung,19.9,1
9/2/2018,New York,East,Laptops,Asus,70.71,1
7/10/2017,Georgia,South,Laptops,Asus,18.84,3
6/4/2017,Minnesota,Central,Mobile Phones,LG,8.64,3
10/19/2017,North Carolina,South,Mobile Phones,iPhone,1633.188,4
11/18/2017,Michigan,Central,Laptops,Asus,19.76,4
8/8/2019,California,West,Mobile Phones,iPhone,6.608,2
8/8/2019,California,West,Mobile Phones,iPhone,7.28,2
8/8/2019,California,West,Laptops,HP,144.784,1
12/6/2016,Washington,West,Cameras ,Sony,156.792,1
12/6/2016,Washington,West,Cameras ,Sony,431.976,3
12/6/2016,Washington,West,Mobile Phones,Motorola ,35.89,1
12/6/2016,Washington,West,Mobile Phones,iPhone,47.208,7
12/6/2016,Washington,West,Mobile Phones,Pixel,248.08,7
12/6/2016,Washington,West,Mobile Phones,Pixel,189.7,5
12/6/2016,Washington,West,Mobile Phones,iPhone,59.808,3
3/25/2017,Wisconsin,Central,Laptops,HP,90.99,1
3/25/2017,Wisconsin,Central,Laptops,HP,1526.56,7
3/25/2017,Wisconsin,Central,Laptops,HP,368.97,3
11/19/2017,California,West,Mobile Phones,OnePlus,305.01,9
11/19/2017,California,West,Laptops,Asus,18.7,1
11/4/2016,California,West,Laptops,Asus,38.29,7
12/14/2017,California,West,Laptops,Asus,26.25,3
12/14/2017,California,West,Mobile Phones,iPhone,64.96,14
12/14/2017,California,West,Mobile Phones,Motorola ,43.7,5
11/12/2017,Arizona,West,Cameras ,Nikon,41.6,4
11/12/2017,Arizona,West,Mobile Phones,Pixel,23.12,5
11/12/2017,Arizona,West,Laptops,HP,113.888,2
11/12/2017,Arizona,West,Laptops,Asus,113.568,2
11/12/2017,Arizona,West,Cameras ,Sony,7.92,2
11/12/2017,Arizona,West,Cameras ,Sony,671.984,2
8/18/2016,New York,East,Cameras ,Sony,39.99,1
6/27/2017,New York,East,Laptops,HP,191.646,3
5/4/2017,Ohio,East,Mobile Phones,iPhone,2.313,1
12/24/2019,California,West,Mobile Phones,iPhone,19.936,4
12/24/2019,California,West,Mobile Phones,Nokia,45.92,4
4/26/2017,Washington,West,Mobile Phones,Pixel,20.34,3
4/26/2017,Washington,West,Mobile Phones,HTC,39.28,8
12/16/2017,California,West,Laptops,HP,81.568,2
12/16/2017,California,West,Laptops,HP,97.184,2
12/16/2017,California,West,Mobile Phones,iPhone,24.32,5
12/16/2017,California,West,Laptops,Asus,18.96,2
12/27/2018,Illinois,Central,Laptops,Asus,32.952,6
12/27/2018,Illinois,Central,Mobile Phones,OnePlus,30.016,4
11/6/2017,North Carolina,South,Mobile Phones,Samsung,499.584,3
11/6/2017,North Carolina,South,Mobile Phones,Pixel,31.104,6
11/6/2017,North Carolina,South,Mobile Phones,iPhone,13.272,8
11/6/2017,North Carolina,South,Laptops,Asus,28.272,2
11/6/2017,North Carolina,South,Mobile Phones,OnePlus,259.136,4
12/16/2017,Oklahoma,Central,Mobile Phones,iPhone,10.8,5
5/7/2019,Texas,Central,Laptops,Lenovo,244.006,2
5/7/2019,Texas,Central,Mobile Phones,Pixel,15.936,4
12/4/2017,Pennsylvania,East,Laptops,HP,188.552,7
10/3/2017,New York,East,Mobile Phones,OnePlus,22.58,2
1/13/2018,South Carolina,South,Laptops,HP,545.94,6
6/12/2019,Pennsylvania,East,Mobile Phones,Pixel,20.736,4
6/12/2019,Pennsylvania,East,Laptops,Asus,43.296,2
7/12/2018,Washington,West,Laptops,HP,123.136,4
7/12/2018,Washington,West,Mobile Phones,iPhone,11.264,4
12/6/2018,Oregon,West,Mobile Phones,OnePlus,53.424,3
12/6/2018,Oregon,West,Laptops,Lenovo,275.49,1
5/25/2016,Georgia,South,Laptops,Asus,24.96,4
5/25/2016,Georgia,South,Mobile Phones,Pixel,19.36,2
5/25/2016,Georgia,South,Mobile Phones,OnePlus,1267.65,9
2/21/2016,California,West,Cameras ,Nikon,12.99,1
2/21/2016,California,West,Mobile Phones,iPhone,18.56,4
2/21/2016,California,West,Mobile Phones,OnePlus,449.15,5
2/21/2016,California,West,Mobile Phones,iPhone,31.248,7
10/2/2016,New York,East,Mobile Phones,Samsung,61.44,3
3/11/2017,Michigan,Central,Mobile Phones,iPhone,895.92,4
9/9/2016,California,West,Mobile Phones,iPhone,55.36,4
7/14/2018,Arizona,West,Mobile Phones,OnePlus,55.92,5
6/21/2018,Pennsylvania,East,Mobile Phones,Motorola ,24.896,4
6/21/2018,Pennsylvania,East,Laptops,Asus,3.984,1
6/21/2018,Pennsylvania,East,Cameras ,Nikon,95.968,4
6/21/2018,Pennsylvania,East,Cameras ,Canon,206.991,3
6/21/2018,Pennsylvania,East,Mobile Phones,Samsung,44.416,2
6/21/2018,Pennsylvania,East,Mobile Phones,iPhone,9.006,2
7/5/2019,Michigan,Central,Mobile Phones,iPhone,19,5
12/16/2017,New York,East,Mobile Phones,iPhone,33.376,4
9/8/2016,New York,East,Mobile Phones,Samsung,207.48,1
5/17/2018,Wisconsin,Central,Mobile Phones,iPhone,91.68,3
10/13/2017,New York,East,Mobile Phones,Samsung,904.9,5
10/24/2018,California,West,Mobile Phones,iPhone,34.272,3
12/5/2016,Kentucky,South,Laptops,Asus,191.82,3
7/25/2016,Ohio,East,Mobile Phones,Samsung,243.88,5
4/17/2017,Colorado,West,Mobile Phones,iPhone,12.03,5
4/17/2017,Colorado,West,Cameras ,Canon,2549.985,5
4/17/2017,Colorado,West,Mobile Phones,iPhone,21.594,2
4/17/2017,Colorado,West,Mobile Phones,iPhone,8.964,6
4/17/2017,Colorado,West,Mobile Phones,Pixel,20.736,4
9/17/2019,New York,East,Laptops,Lenovo,344.22,2
8/23/2016,Texas,Central,Mobile Phones,OnePlus,727.296,8
8/23/2016,Texas,Central,Laptops,Asus,22.608,3
8/23/2016,Texas,Central,Cameras ,Nikon,666.4,7
11/8/2019,Utah,West,Mobile Phones,Nokia,5.04,3
11/8/2019,Utah,West,Mobile Phones,Pixel,92.94,3
11/8/2019,Utah,West,Laptops,Asus,66.69,3
11/8/2019,Utah,West,Mobile Phones,iPhone,91.68,5
