Date,State,Region,Category,Sales,Quantity
11/25/2018,Texas,Central,Laptops,1218.735,5
11/25/2018,Texas,Central,Mobile Phones,5.904,2
11/25/2018,Texas,Central,Mobile Phones,15.696,3
11/25/2018,Texas,Central,Laptops,6.096,3
4/28/2016,California,West,Laptops,41.568,2
4/26/2018,California,West,Laptops,230.28,3
4/26/2018,California,West,Mobile Phones,18.288,6
4/1/2017,California,West,Mobile Phones,5.78,2
4/1/2017,California,West,Mobile Phones,121.68,13
12/22/2017,New Mexico,West,Mobile Phones,4.17,3
12/22/2017,New Mexico,West,Cameras ,67.04,4
12/22/2017,New Mexico,West,Mobile Phones,37.32,3
12/22/2017,New Mexico,West,Mobile Phones,18.45,5
12/3/2018,Missouri,Central,Mobile Phones,25.92,4
10/22/2017,New York,East,Cameras ,11199.968,4
10/22/2017,New York,East,Cameras ,2399.6,8
10/22/2017,New York,East,Mobile Phones,63.9,5
10/22/2017,New York,East,Cameras ,52.99,1
11/13/2017,Ohio,East,Cameras ,60.864,4
11/13/2017,Ohio,East,Cameras ,652.995,7
11/13/2017,Ohio,East,Mobile Phones,11.22,10
9/10/2019,Oklahoma,Central,Mobile Phones,14.94,3
5/15/2017,Washington,West,Laptops,39.96,2
5/15/2017,Washington,West,Laptops,42.624,2
5/15/2017,Washington,West,Laptops,220.96,1
7/5/2019,North Carolina,South,Laptops,4.928,2
7/5/2019,North Carolina,South,Mobile Phones,7.23,5
8/15/2019,California,West,Mobile Phones,323.1,2
6/12/2017,New York,East,Mobile Phones,19.04,4
6/12/2017,New York,East,Mobile Phones,13.128,3
6/12/2017,New York,East,Mobile Phones,64.14,3
6/12/2017,New York,East,Laptops,858.24,4
2/20/2019,Arkansas,South,Cameras ,29.99,1
12/29/2016,Illinois,Central,Mobile Phones,186.048,6
4/17/2016,North Carolina,South,Cameras ,36.792,1
4/17/2016,North Carolina,South,Laptops,18.624,8
9/7/2018,Oklahoma,Central,Laptops,57.69,3
9/7/2018,Oklahoma,Central,Mobile Phones,42.81,3
9/7/2018,Oklahoma,Central,Mobile Phones,12.96,2
9/7/2018,Oklahoma,Central,Laptops,821.88,6
9/7/2018,Oklahoma,Central,Cameras ,104.85,3
9/26/2016,California,West,Laptops,424.9575,5
9/17/2017,Utah,West,Mobile Phones,10.776,3
9/17/2017,Utah,West,Mobile Phones,11.784,3
9/17/2017,Utah,West,Mobile Phones,164.88,3
9/17/2017,Utah,West,Laptops,1292.94,3
9/17/2017,Utah,West,Mobile Phones,25.584,2
9/17/2017,Utah,West,Mobile Phones,261.74,2
9/17/2017,Utah,West,Mobile Phones,14.4,5
8/16/2016,California,West,Mobile Phones,10.86,3
12/24/2019,Arizona,West,Laptops,883.84,4
11/28/2017,New York,East,Cameras ,1979.89,11
11/28/2017,New York,East,Mobile Phones,79.96,2
4/14/2017,Missouri,Central,Mobile Phones,8.76,2
5/1/2016,Tennessee,South,Mobile Phones,3.984,1
5/1/2016,Tennessee,South,Laptops,370.62,3
5/1/2016,Tennessee,South,Mobile Phones,2.742,2
10/1/2016,Texas,Central,Cameras ,79.512,3
10/1/2016,Texas,Central,Mobile Phones,28.352,1
8/25/2019,California,West,Laptops,40.784,1
8/25/2019,California,West,Mobile Phones,105.96,4
9/9/2018,Massachusetts,East,Mobile Phones,166.44,3
9/9/2018,Massachusetts,East,Laptops,785.88,6
9/9/2018,Massachusetts,East,Mobile Phones,26.2,2
9/9/2018,Massachusetts,East,Mobile Phones,1325.85,5
12/3/2017,California,West,Mobile Phones,166.44,3
11/27/2017,North Carolina,South,Mobile Phones,8.76,5
11/27/2017,North Carolina,South,Mobile Phones,43.584,1
6/21/2018,Colorado,West,Mobile Phones,11.088,7
6/21/2018,Colorado,West,Mobile Phones,25.164,2
1/21/2017,Michigan,Central,Mobile Phones,14.4,5
1/21/2017,Michigan,Central,Cameras ,619.95,5
1/21/2017,Michigan,Central,Mobile Phones,89.52,4
1/21/2017,Michigan,Central,Cameras ,350.973,3
1/21/2017,Michigan,Central,Cameras ,164.99,1
6/29/2017,California,West,Mobile Phones,312.552,9
9/6/2016,North Carolina,South,Mobile Phones,95.952,3
9/6/2016,North Carolina,South,Mobile Phones,3.204,2
8/4/2016,Illinois,Central,Mobile Phones,3.98,5
11/12/2019,California,West,Mobile Phones,15.7,5
6/30/2018,Illinois,Central,Mobile Phones,5.248,4
12/4/2017,Pennsylvania,East,Mobile Phones,5.346,3
8/28/2016,Colorado,West,Mobile Phones,15.48,3
8/28/2016,Colorado,West,Cameras ,108.576,3
1/22/2016,Washington,West,Laptops,109.9,5
10/15/2018,Florida,South,Laptops,15.384,1
2/7/2016,Ohio,East,Mobile Phones,30.352,2
3/18/2018,Florida,South,Cameras ,821.3,4
3/18/2018,Florida,South,Cameras ,22638.48,6
3/18/2018,Florida,South,Mobile Phones,21.376,4
3/18/2018,Florida,South,Mobile Phones,8.016,3
3/18/2018,Florida,South,Laptops,30.768,2
3/18/2018,Florida,South,Mobile Phones,18.936,3
3/18/2018,Florida,South,Laptops,122.352,3
5/24/2018,Maryland,East,Mobile Phones,116.28,3
7/11/2017,New York,East,Cameras ,132.6,6
6/16/2017,New Mexico,West,Mobile Phones,16.68,2
6/16/2017,New Mexico,West,Mobile Phones,19.44,3
6/16/2017,New Mexico,West,Mobile Phones,192.16,4
1/30/2019,California,West,Laptops,227.36,7
1/30/2019,California,West,Cameras ,1919.976,3
12/11/2019,Florida,South,Mobile Phones,12.828,2
10/9/2017,Ohio,East,Laptops,45.888,4
7/29/2017,New York,East,Mobile Phones,60.12,9
4/25/2018,North Carolina,South,Cameras ,302.376,3
12/1/2019,Washington,West,Mobile Phones,13.9,5
12/4/2018,New York,East,Cameras ,129.98,2
8/26/2017,Georgia,South,Cameras ,71.98,2
9/7/2018,New York,East,Cameras ,377.97,3
12/21/2017,California,West,Mobile Phones,124.36,2
12/6/2018,Texas,Central,Laptops,23.976,3
11/4/2018,North Carolina,South,Mobile Phones,8.376,3
11/4/2018,North Carolina,South,Mobile Phones,58.24,5
4/14/2016,Virginia,South,Mobile Phones,81.2,5
10/4/2018,California,West,Mobile Phones,14.45,5
10/4/2018,California,West,Mobile Phones,95.648,2
11/7/2017,Pennsylvania,East,Cameras ,359.97,5
11/7/2017,Pennsylvania,East,Laptops,350.352,4
12/22/2017,Ohio,East,Mobile Phones,1.641,1
12/22/2017,Ohio,East,Cameras ,629.958,7
2/13/2017,Washington,West,Mobile Phones,6.63,3
2/13/2017,Washington,West,Cameras ,799.96,4
2/13/2017,Washington,West,Laptops,107.53,1
7/2/2018,New Jersey,East,Cameras ,73.98,2
7/2/2018,New Jersey,East,Mobile Phones,5.58,1
2/21/2019,New Mexico,West,Mobile Phones,49.12,4
11/13/2019,Delaware,East,Cameras ,377.97,3
11/13/2019,Delaware,East,Mobile Phones,42.28,7
11/13/2019,Delaware,East,Laptops,299.97,3
11/13/2019,Delaware,East,Cameras ,89.98,2
4/16/2017,Alabama,South,Mobile Phones,477.24,4
4/16/2017,Alabama,South,Cameras ,25.98,2
2/25/2016,Ohio,East,Mobile Phones,46.72,5
11/4/2018,California,West,Laptops,35.34,2
6/20/2019,California,West,Laptops,257.64,6
6/20/2019,California,West,Cameras ,125.976,3
8/7/2017,North Carolina,South,Cameras ,79.992,1
5/12/2018,Massachusetts,East,Laptops,700.056,3
11/22/2019,Texas,Central,Cameras ,27.168,4
12/4/2019,Florida,South,Mobile Phones,8.226,3
6/8/2018,Washington,West,Laptops,585.552,3
8/8/2018,California,West,Mobile Phones,423.28,11
5/26/2018,California,West,Laptops,225.296,2
4/17/2019,California,West,Mobile Phones,5.56,2
4/17/2019,California,West,Cameras ,323.37,3
4/17/2019,California,West,Cameras ,783.96,5
4/17/2019,California,West,Mobile Phones,1447.65,5
4/17/2019,California,West,Mobile Phones,11.96,2
6/11/2016,New York,East,Cameras ,239.97,3
3/11/2016,Georgia,South,Laptops,76.92,4
3/11/2016,Georgia,South,Mobile Phones,481.32,4
5/26/2018,Utah,West,Mobile Phones,48.4,5
10/12/2017,California,West,Cameras ,0.99,1
10/12/2017,California,West,Mobile Phones,101.84,5
6/22/2017,Pennsylvania,East,Mobile Phones,10.332,3
6/22/2017,Pennsylvania,East,Mobile Phones,31.155,5
6/22/2017,Pennsylvania,East,Mobile Phones,8.928,2
1/15/2017,Pennsylvania,East,Mobile Phones,34.384,1
1/15/2017,Pennsylvania,East,Mobile Phones,1924.16,8
4/2/2019,Texas,Central,Mobile Phones,32.192,2
4/2/2019,Texas,Central,Cameras ,50.12,7
4/2/2019,Texas,Central,Cameras ,47.976,3
9/3/2016,Wisconsin,Central,Mobile Phones,54.5,5
12/10/2017,Florida,South,Laptops,19.104,3
11/22/2016,Michigan,Central,Mobile Phones,49.44,3
11/11/2017,Ohio,East,Mobile Phones,10.368,2
10/21/2016,California,West,Mobile Phones,154.44,3
12/21/2019,Colorado,West,Mobile Phones,60.984,7
7/17/2019,California,West,Laptops,195.466,2
4/30/2017,Florida,South,Laptops,23.68,8
4/30/2017,Florida,South,Cameras ,2.376,3
5/6/2017,New York,East,Mobile Phones,59.2,4
11/20/2017,Minnesota,Central,Mobile Phones,22,10
11/11/2016,Michigan,Central,Cameras ,257.98,2
11/5/2016,Pennsylvania,East,Cameras ,23.988,2
10/9/2016,Ohio,East,Cameras ,23.976,4
9/21/2019,California,West,Laptops,601.536,4
9/21/2019,California,West,Mobile Phones,7.9,2
12/2/2018,Texas,Central,Laptops,58.36,5
12/2/2018,Texas,Central,Mobile Phones,16.464,7
12/2/2018,Texas,Central,Laptops,39.96,5
9/21/2018,Nebraska,Central,Mobile Phones,25.96,2
9/21/2018,Nebraska,Central,Mobile Phones,36.27,3
9/21/2018,Nebraska,Central,Mobile Phones,6.48,1
4/12/2018,California,West,Cameras ,1075.088,14
4/12/2018,California,West,Cameras ,438.368,4
4/12/2018,California,West,Mobile Phones,18.088,7
4/12/2018,California,West,Laptops,308.499,3
10/20/2017,Arkansas,South,Mobile Phones,13.36,4
10/20/2017,Arkansas,South,Mobile Phones,39.96,2
10/20/2017,Arkansas,South,Mobile Phones,145.85,5
10/25/2016,Florida,South,Cameras ,783.96,5
11/1/2019,Oregon,West,Mobile Phones,7.88,1
11/3/2017,New Mexico,West,Laptops,41.37,3
5/12/2019,California,West,Mobile Phones,12.84,3
5/12/2019,California,West,Mobile Phones,25.68,6
9/7/2019,Texas,Central,Laptops,47.516,2
7/25/2019,Washington,West,Mobile Phones,9.42,2
7/25/2019,Washington,West,Mobile Phones,12.96,2
7/25/2019,Washington,West,Laptops,704.9,5
7/25/2019,Washington,West,Laptops,561.568,2
11/16/2019,Wisconsin,Central,Mobile Phones,179.82,9
11/16/2019,Wisconsin,Central,Laptops,185.58,6
11/16/2019,Wisconsin,Central,Laptops,214.11,3
11/16/2019,Wisconsin,Central,Cameras ,999.96,4
11/16/2019,Wisconsin,Central,Laptops,653.55,3
9/1/2019,Massachusetts,East,Mobile Phones,114.6,5
9/1/2019,Massachusetts,East,Laptops,60.74,1
9/1/2019,Massachusetts,East,Laptops,124.36,2
9/1/2019,Massachusetts,East,Mobile Phones,1088.76,6
5/5/2016,California,West,Mobile Phones,6.72,5
5/5/2016,California,West,Laptops,298.776,3
12/31/2016,California,West,Cameras ,302.376,3
9/18/2017,Texas,Central,Mobile Phones,8.928,2
9/18/2017,Texas,Central,Mobile Phones,47.584,2
9/25/2018,Texas,Central,Mobile Phones,33.792,8
9/25/2018,Texas,Central,Laptops,300.5328,2
9/25/2018,Texas,Central,Mobile Phones,2.724,2
9/25/2018,Texas,Central,Mobile Phones,3.264,2
4/23/2016,Ohio,East,Mobile Phones,108.336,6
4/23/2016,Ohio,East,Mobile Phones,55.92,5
4/23/2016,Ohio,East,Mobile Phones,78.304,2
11/1/2018,Oregon,West,Mobile Phones,443.92,5
11/1/2018,Oregon,West,Cameras ,155.976,3
1/26/2017,Alabama,South,Mobile Phones,15.47,7
1/26/2017,Alabama,South,Mobile Phones,7.16,2
11/11/2017,California,West,Mobile Phones,10.89,1
11/11/2017,California,West,Mobile Phones,19.44,3
11/11/2017,California,West,Mobile Phones,121.6,5
6/9/2016,Florida,South,Cameras ,695.7,2
9/3/2019,New York,East,Mobile Phones,120.33,1
3/14/2018,Virginia,South,Laptops,1139.92,4
8/31/2017,North Carolina,South,Mobile Phones,229.544,7
3/23/2017,Texas,Central,Mobile Phones,143.728,2
5/18/2017,Pennsylvania,East,Cameras ,36.048,3
12/27/2016,Illinois,Central,Laptops,845.488,8
11/17/2017,Massachusetts,East,Mobile Phones,50.94,3
9/10/2017,Illinois,Central,Mobile Phones,762.594,3
4/8/2017,Georgia,South,Laptops,56.28,6
4/8/2017,Georgia,South,Mobile Phones,2690.97,3
11/28/2016,Florida,South,Mobile Phones,7.434,6
6/2/2016,Pennsylvania,East,Mobile Phones,64.784,1
12/17/2017,Indiana,Central,Mobile Phones,28.16,4
3/19/2016,New York,East,Laptops,14.98,1
3/19/2016,New York,East,Laptops,20.32,4
8/20/2017,Massachusetts,East,Mobile Phones,40.29,3
7/25/2017,South Dakota,Central,Mobile Phones,20.23,7
8/26/2016,California,West,Laptops,1603.136,4
8/15/2016,North Carolina,South,Laptops,225.296,2
5/19/2017,Georgia,South,Cameras ,67.8,4
5/19/2017,Georgia,South,Cameras ,377.97,3
5/19/2017,Georgia,South,Laptops,1628.82,9
5/19/2017,Georgia,South,Mobile Phones,286.93,7
8/12/2017,Florida,South,Mobile Phones,20.736,4
8/13/2017,California,West,Mobile Phones,31.44,3
8/13/2017,California,West,Mobile Phones,83.79,7
8/13/2017,California,West,Mobile Phones,59.52,3
8/13/2017,California,West,Mobile Phones,31.92,4
11/10/2016,Ohio,East,Mobile Phones,14.72,5
11/10/2016,Ohio,East,Mobile Phones,38.976,3
6/12/2017,Florida,South,Laptops,17.088,2
3/22/2018,Arizona,West,Mobile Phones,74.352,3
3/22/2018,Arizona,West,Laptops,314.352,3
6/15/2017,California,West,Mobile Phones,4.26,1
11/16/2017,California,West,Mobile Phones,811.28,8
12/29/2017,New York,East,Mobile Phones,6.03,3
1/21/2016,California,West,Laptops,153.568,2
1/21/2016,California,West,Laptops,1013.488,7
1/15/2016,New Jersey,East,Mobile Phones,52.34,2
1/15/2016,New Jersey,East,Mobile Phones,4.66,2
1/15/2016,New Jersey,East,Cameras ,254.97,3
9/19/2016,New Jersey,East,Mobile Phones,25.44,6
9/19/2016,New Jersey,East,Mobile Phones,27.93,3
2/21/2018,Illinois,Central,Mobile Phones,8.85,5
11/11/2016,California,West,Laptops,6.96,4
1/30/2016,California,West,Mobile Phones,17.456,2
10/18/2016,Arizona,West,Laptops,307.92,5
12/18/2017,California,West,Mobile Phones,6.63,3
12/18/2017,California,West,Mobile Phones,12.96,2
12/18/2017,California,West,Mobile Phones,32.4,5
11/2/2017,Washington,West,Mobile Phones,23.85,5
4/29/2018,Louisiana,South,Laptops,51.96,2
4/29/2018,Louisiana,South,Mobile Phones,17.94,3
10/23/2017,New York,East,Mobile Phones,11.56,2
10/23/2017,New York,East,Mobile Phones,26.4,5
10/23/2017,New York,East,Laptops,69.08,11
10/23/2017,New York,East,Cameras ,35.88,3
3/30/2018,New York,East,Mobile Phones,49.65,5
1/4/2016,North Carolina,South,Cameras ,959.968,4
4/26/2019,Texas,Central,Laptops,408.422,2
9/12/2019,New York,East,Cameras ,479.984,2
9/12/2019,New York,East,Mobile Phones,12.6,4
9/11/2017,Georgia,South,Mobile Phones,184.66,7
6/12/2016,Illinois,Central,Mobile Phones,23.12,5
6/27/2016,Illinois,Central,Mobile Phones,37.464,7
6/27/2016,Illinois,Central,Laptops,539.658,3
9/26/2018,Washington,West,Mobile Phones,310.12,2
11/3/2017,Minnesota,Central,Mobile Phones,8.56,2
11/3/2017,Minnesota,Central,Mobile Phones,52.4,5
11/3/2017,Minnesota,Central,Mobile Phones,14.94,3
2/19/2017,Washington,West,Mobile Phones,11.22,3
11/5/2019,Florida,South,Mobile Phones,387.136,4
6/16/2018,New York,East,Mobile Phones,41.4,5
6/16/2018,New York,East,Mobile Phones,35,4
6/16/2018,New York,East,Mobile Phones,39.552,3
10/12/2019,Indiana,Central,Cameras ,135.72,3
10/12/2019,Indiana,Central,Mobile Phones,12.56,2
10/12/2019,Indiana,Central,Cameras ,263.96,4
8/27/2017,Texas,Central,Mobile Phones,5.952,1
11/23/2016,Pennsylvania,East,Mobile Phones,15.8,5
11/23/2016,Pennsylvania,East,Laptops,14.368,2
11/23/2016,Pennsylvania,East,Laptops,70.448,7
1/30/2017,California,West,Mobile Phones,129.3,2
11/30/2019,Texas,Central,Mobile Phones,3.882,3
6/28/2018,Michigan,Central,Mobile Phones,6.08,1
9/2/2018,New York,East,Mobile Phones,19.9,1
9/2/2018,New York,East,Laptops,70.71,1
7/10/2017,Georgia,South,Laptops,18.84,3
6/4/2017,Minnesota,Central,Mobile Phones,8.64,3
10/19/2017,North Carolina,South,Mobile Phones,1633.188,4
11/18/2017,Michigan,Central,Laptops,19.76,4
8/8/2019,California,West,Mobile Phones,6.608,2
8/8/2019,California,West,Mobile Phones,7.28,2
8/8/2019,California,West,Laptops,144.784,1
12/6/2016,Washington,West,Cameras ,156.792,1
12/6/2016,Washington,West,Cameras ,431.976,3
12/6/2016,Washington,West,Mobile Phones,35.89,1
12/6/2016,Washington,West,Mobile Phones,47.208,7
12/6/2016,Washington,West,Mobile Phones,248.08,7
12/6/2016,Washington,West,Mobile Phones,189.7,5
12/6/2016,Washington,West,Mobile Phones,59.808,3
3/25/2017,Wisconsin,Central,Laptops,90.99,1
3/25/2017,Wisconsin,Central,Laptops,1526.56,7
3/25/2017,Wisconsin,Central,Laptops,368.97,3
11/19/2017,California,West,Mobile Phones,305.01,9
11/19/2017,California,West,Laptops,18.7,1
11/4/2016,California,West,Laptops,38.29,7
12/14/2017,California,West,Laptops,26.25,3
12/14/2017,California,West,Mobile Phones,64.96,14
12/14/2017,California,West,Mobile Phones,43.7,5
11/12/2017,Arizona,West,Cameras ,41.6,4
11/12/2017,Arizona,West,Mobile Phones,23.12,5
11/12/2017,Arizona,West,Laptops,113.888,2
11/12/2017,Arizona,West,Laptops,113.568,2
11/12/2017,Arizona,West,Cameras ,7.92,2
11/12/2017,Arizona,West,Cameras ,671.984,2
8/18/2016,New York,East,Cameras ,39.99,1
6/27/2017,New York,East,Laptops,191.646,3
5/4/2017,Ohio,East,Mobile Phones,2.313,1
12/24/2019,California,West,Mobile Phones,19.936,4
12/24/2019,California,West,Mobile Phones,45.92,4
4/26/2017,Washington,West,Mobile Phones,20.34,3
4/26/2017,Washington,West,Mobile Phones,39.28,8
12/16/2017,California,West,Laptops,81.568,2
12/16/2017,California,West,Laptops,97.184,2
12/16/2017,California,West,Mobile Phones,24.32,5
12/16/2017,California,West,Laptops,18.96,2
12/27/2018,Illinois,Central,Laptops,32.952,6
12/27/2018,Illinois,Central,Mobile Phones,30.016,4
11/6/2017,North Carolina,South,Mobile Phones,499.584,3
11/6/2017,North Carolina,South,Mobile Phones,31.104,6
11/6/2017,North Carolina,South,Mobile Phones,13.272,8
11/6/2017,North Carolina,South,Laptops,28.272,2
11/6/2017,North Carolina,South,Mobile Phones,259.136,4
12/16/2017,Oklahoma,Central,Mobile Phones,10.8,5
5/7/2019,Texas,Central,Laptops,244.006,2
5/7/2019,Texas,Central,Mobile Phones,15.936,4
12/4/2017,Pennsylvania,East,Laptops,188.552,7
10/3/2017,New York,East,Mobile Phones,22.58,2
1/13/2018,South Carolina,South,Laptops,545.94,6
6/12/2019,Pennsylvania,East,Mobile Phones,20.736,4
6/12/2019,Pennsylvania,East,Laptops,43.296,2
7/12/2018,Washington,West,Laptops,123.136,4
7/12/2018,Washington,West,Mobile Phones,11.264,4
12/6/2018,Oregon,West,Mobile Phones,53.424,3
12/6/2018,Oregon,West,Laptops,275.49,1
5/25/2016,Georgia,South,Laptops,24.96,4
5/25/2016,Georgia,South,Mobile Phones,19.36,2
5/25/2016,Georgia,South,Mobile Phones,1267.65,9
2/21/2016,California,West,Cameras ,12.99,1
2/21/2016,California,West,Mobile Phones,18.56,4
2/21/2016,California,West,Mobile Phones,449.15,5
2/21/2016,California,West,Mobile Phones,31.248,7
10/2/2016,New York,East,Mobile Phones,61.44,3
3/11/2017,Michigan,Central,Mobile Phones,895.92,4
9/9/2016,California,West,Mobile Phones,55.36,4
7/14/2018,Arizona,West,Mobile Phones,55.92,5
6/21/2018,Pennsylvania,East,Mobile Phones,24.896,4
6/21/2018,Pennsylvania,East,Laptops,3.984,1
6/21/2018,Pennsylvania,East,Cameras ,95.968,4
6/21/2018,Pennsylvania,East,Cameras ,206.991,3
6/21/2018,Pennsylvania,East,Mobile Phones,44.416,2
6/21/2018,Pennsylvania,East,Mobile Phones,9.006,2
7/5/2019,Michigan,Central,Mobile Phones,19,5
12/16/2017,New York,East,Mobile Phones,33.376,4
9/8/2016,New York,East,Mobile Phones,207.48,1
5/17/2018,Wisconsin,Central,Mobile Phones,91.68,3
10/13/2017,New York,East,Mobile Phones,904.9,5
10/24/2018,California,West,Mobile Phones,34.272,3
12/5/2016,Kentucky,South,Laptops,191.82,3
7/25/2016,Ohio,East,Mobile Phones,243.88,5
4/17/2017,Colorado,West,Mobile Phones,12.03,5
4/17/2017,Colorado,West,Cameras ,2549.985,5
4/17/2017,Colorado,West,Mobile Phones,21.594,2
4/17/2017,Colorado,West,Mobile Phones,8.964,6
4/17/2017,Colorado,West,Mobile Phones,20.736,4
9/17/2019,New York,East,Laptops,344.22,2
8/23/2016,Texas,Central,Mobile Phones,727.296,8
8/23/2016,Texas,Central,Laptops,22.608,3
8/23/2016,Texas,Central,Cameras ,666.4,7
11/8/2019,Utah,West,Mobile Phones,5.04,3
11/8/2019,Utah,West,Mobile Phones,92.94,3
11/8/2019,Utah,West,Laptops,66.69,3
11/8/2019,Utah,West,Mobile Phones,91.68,5
11/17/2017,Texas,Central,Laptops,327.7328,2
11/8/2019,New York,East,Mobile Phones,52.272,11
11/8/2019,New York,East,Mobile Phones,17.94,3
4/22/2017,Pennsylvania,East,Laptops,254.352,3
8/24/2018,Montana,West,Mobile Phones,8.288,2
12/17/2017,Virginia,South,Laptops,504.9,5
3/24/2016,Oregon,West,Cameras ,403.168,4
9/21/2019,Michigan,Central,Laptops,194.32,4
9/21/2019,Michigan,Central,Mobile Phones,25.99,1
11/21/2016,Oregon,West,Laptops,195.136,4
9/16/2017,Pennsylvania,East,Mobile Phones,20.736,4
6/11/2019,Louisiana,South,Cameras ,53.7,6
6/11/2019,Louisiana,South,Mobile Phones,36.26,7
6/11/2019,Louisiana,South,Mobile Phones,56.3,2
6/11/2019,Louisiana,South,Mobile Phones,32.4,5
6/11/2019,Louisiana,South,Laptops,29.16,2
10/3/2017,California,West,Laptops,171.288,3
5/5/2016,Tennessee,South,Laptops,16.72,5
9/11/2017,California,West,Mobile Phones,12.96,2
9/11/2017,California,West,Mobile Phones,22.18,2
9/11/2017,California,West,Laptops,2054.272,8
4/30/2019,Ohio,East,Cameras ,1022.97,5
11/6/2017,Minnesota,Central,Mobile Phones,13.9,5
11/6/2017,Minnesota,Central,Mobile Phones,26.38,1
9/30/2018,Washington,West,Mobile Phones,43.176,7
4/2/2017,Georgia,South,Laptops,411.8,2
4/2/2017,Georgia,South,Cameras ,360,4
10/6/2017,Idaho,West,Laptops,41.96,2
10/6/2017,Idaho,West,Mobile Phones,227.84,4
10/6/2017,Idaho,West,Mobile Phones,37.94,2
4/9/2016,Michigan,Central,Cameras ,517.9,2
4/9/2016,Michigan,Central,Mobile Phones,5.28,2
8/28/2019,Illinois,Central,Cameras ,2799.96,5
10/19/2017,California,West,Mobile Phones,8.96,2
10/19/2017,California,West,Mobile Phones,31.5,10
10/19/2017,California,West,Laptops,30.56,2
10/19/2017,California,West,Laptops,24.368,2
11/7/2016,Ohio,East,Cameras ,119.976,3
3/3/2017,Texas,Central,Mobile Phones,26.88,8
11/27/2019,Delaware,East,Cameras ,83.97,3
11/27/2019,Delaware,East,Cameras ,104.97,3
3/13/2017,New Mexico,West,Mobile Phones,90.8,8
3/13/2017,New Mexico,West,Cameras ,140.736,8
3/13/2017,New Mexico,West,Cameras ,214.95,5
3/13/2017,New Mexico,West,Mobile Phones,45.36,7
3/13/2017,New Mexico,West,Mobile Phones,288.24,6
11/30/2017,Ohio,East,Mobile Phones,663.936,4
11/17/2018,Delaware,East,Mobile Phones,2934.33,7
11/17/2018,Delaware,East,Laptops,124.41,3
11/17/2018,Delaware,East,Mobile Phones,57.75,5
1/3/2016,California,West,Mobile Phones,114.46,2
10/3/2019,California,West,Laptops,120.666,2
7/20/2018,Texas,Central,Mobile Phones,342.864,3
7/20/2018,Texas,Central,Laptops,16.74,5
7/20/2018,Texas,Central,Laptops,981.372,2
5/21/2018,California,West,Mobile Phones,31.84,8
9/4/2017,California,West,Mobile Phones,12.96,2
9/4/2017,California,West,Cameras ,43.176,3
5/27/2017,Kentucky,South,Mobile Phones,58.34,2
5/27/2017,Kentucky,South,Cameras ,539.97,3
1/28/2018,New York,East,Mobile Phones,3.928,1
2/9/2017,Texas,Central,Mobile Phones,252.784,4
2/9/2017,Texas,Central,Cameras ,127.984,2
2/9/2017,Texas,Central,Laptops,3.984,2
2/9/2017,Texas,Central,Mobile Phones,12.992,2
3/31/2017,Kentucky,South,Laptops,61,5
3/31/2017,Kentucky,South,Cameras ,671.93,7
3/3/2016,Delaware,East,Mobile Phones,447.86,7
3/3/2016,Delaware,East,Cameras ,479.95,5
3/3/2016,Delaware,East,Mobile Phones,166.44,3
8/23/2019,Illinois,Central,Mobile Phones,31.68,4
8/23/2019,Illinois,Central,Mobile Phones,10.368,2
8/23/2019,Illinois,Central,Mobile Phones,12.032,8
8/23/2019,Illinois,Central,Mobile Phones,5.768,2
4/27/2017,Texas,Central,Mobile Phones,33.12,4
4/27/2017,Texas,Central,Laptops,220.2656,4
4/14/2017,New York,East,Mobile Phones,10.776,3
4/14/2017,New York,East,Laptops,242.352,3
12/22/2017,Rhode Island,East,Mobile Phones,695.16,6
12/22/2017,Rhode Island,East,Laptops,220.98,1
12/8/2016,Ohio,East,Mobile Phones,12.957,7
3/23/2017,New York,East,Mobile Phones,25.68,6
7/25/2016,Texas,Central,Mobile Phones,15.712,4
7/10/2017,Illinois,Central,Mobile Phones,298.464,6
7/17/2016,Missouri,Central,Mobile Phones,21.93,3
7/17/2016,Missouri,Central,Mobile Phones,242.94,3
7/17/2016,Missouri,Central,Mobile Phones,7.64,1
7/17/2016,Missouri,Central,Mobile Phones,51.84,8
7/17/2016,Missouri,Central,Mobile Phones,265.17,1
8/23/2016,Washington,West,Cameras ,837.6,3
8/23/2016,Washington,West,Mobile Phones,135.9,5
8/23/2016,Washington,West,Mobile Phones,34.68,6
8/23/2016,Washington,West,Laptops,532.704,6
8/23/2016,Washington,West,Mobile Phones,43.1,5
8/23/2016,Washington,West,Mobile Phones,15.88,4
6/11/2019,Florida,South,Laptops,1123.92,5
6/11/2019,Florida,South,Cameras ,249.584,2
6/11/2019,Florida,South,Laptops,48.672,3
6/11/2019,Florida,South,Mobile Phones,60.768,2
6/11/2019,Florida,South,Mobile Phones,78.6,5
6/11/2019,Florida,South,Mobile Phones,3.768,2
6/11/2019,Florida,South,Mobile Phones,1036.624,2
6/11/2019,Florida,South,Mobile Phones,563.808,4
9/8/2017,Pennsylvania,East,Cameras ,258.528,2
10/2/2017,New York,East,Mobile Phones,49.12,4
12/16/2018,California,West,Laptops,44.46,2
12/16/2018,California,West,Laptops,241.568,2
12/16/2018,California,West,Cameras ,395,5
12/16/2018,California,West,Cameras ,627.168,4
8/24/2018,New York,East,Laptops,13.28,2
8/24/2018,New York,East,Mobile Phones,12.672,3
