Date,Sales
9/2/2017,6.57
12/24/2018,142.86
12/24/2018,292.272
9/23/2017,29.328
6/4/2017,12.48
4/21/2016,102.336
4/21/2016,48.792
4/21/2016,44.848
5/26/2016,10.368
5/26/2016,388.43
5/26/2016,14.352
5/26/2016,63.992
5/2/2016,86.352
9/8/2018,32.97
9/8/2018,83.88
9/5/2016,278.4
4/9/2017,15.12
4/9/2017,17.43
4/9/2017,251.64
12/6/2019,2.772
6/26/2016,14.9
7/4/2019,15.48
11/22/2016,39.88
11/22/2016,12.192
11/22/2016,20.82
11/10/2016,13.216
11/10/2016,32.4
8/27/2019,32.94
8/27/2019,114.2
8/27/2019,3.08
5/25/2019,845.728
12/30/2017,13.904
12/30/2017,20.72
12/8/2016,114.95
10/4/2019,26.96
12/23/2016,572.76
12/23/2016,286.38
9/19/2019,61.96
7/3/2017,23.99
7/3/2017,287.97
7/14/2016,419.944
6/20/2016,46.76
6/20/2016,17.712
6/20/2016,21.78
6/20/2016,161.94
6/20/2016,161.568
12/9/2016,3.69
12/9/2016,122.12
9/24/2016,155.372
12/18/2016,38.88
12/18/2016,183.84
12/18/2016,579.3
12/10/2017,14.2
7/1/2018,575.92
7/1/2018,5.184
2/3/2017,5.229
2/3/2017,285.552
3/3/2017,72.8
10/9/2017,10.816
9/28/2018,46.26
5/27/2018,17.46
6/14/2019,51.072
3/30/2016,11.34
10/15/2017,87.92
5/23/2016,37.05
6/2/2017,2.97
6/2/2017,27.44
2/16/2018,1.08
2/16/2018,7.96
5/6/2018,140.736
5/16/2016,552.56
4/2/2017,25.11
3/31/2017,29.78
3/31/2017,677.58
3/31/2017,75.04
1/2/2017,695.7
1/2/2017,15.66
1/2/2017,28.854
5/28/2019,47.82
5/28/2019,13.05
3/17/2018,93.78
3/17/2018,47.18
3/17/2018,19.68
3/17/2018,53.4
3/17/2018,35.88
10/3/2018,258.279
3/28/2016,31.4
5/4/2017,183.96
5/4/2017,17.61
5/4/2017,300.904
7/5/2018,220.776
7/5/2018,281.424
5/5/2016,79.14
4/26/2017,1.988
9/26/2018,145.568
10/19/2017,123.256
10/19/2017,23.68
10/19/2017,309.576
11/10/2017,38.388
11/10/2017,95.994
11/10/2017,239.952
11/10/2017,201.584
11/10/2017,899.136
7/8/2017,145.9
12/24/2019,590.058
12/24/2019,14.04
3/7/2017,49.08
4/1/2018,29.6
4/1/2018,17.088
9/14/2019,912.75
8/4/2018,1089.75
8/4/2018,447.84
8/4/2018,16.4
8/4/2018,399.96
8/4/2018,158.9
8/4/2018,13.184
9/3/2016,83.952
2/5/2016,80.98
2/5/2016,348.84
2/5/2016,9.45
2/5/2016,18.84
2/5/2016,239.98
2/5/2016,167.96
2/5/2016,104.85
2/5/2016,484.83
2/5/2016,122.97
2/5/2016,154.44
2/5/2016,342.37
7/3/2017,9.552
10/9/2017,652.45
10/9/2017,66.645
11/24/2016,17.216
11/24/2016,11.56
11/24/2016,88.4
11/24/2016,6.48
11/1/2016,21.8
11/1/2016,251.79
4/19/2016,205.176
4/19/2016,419.4
4/6/2018,10.304
4/6/2018,154.764
4/6/2018, 16GB
9/2/2016,75.48
9/2/2016,39.98
9/25/2016,393.165
11/4/2017,23.68
7/9/2016,408.006
7/9/2016,165.28
6/30/2018,334.768
1/28/2017,239.97
1/28/2017,37.74
9/21/2019,946.344
9/21/2019,151.2
9/21/2019,4.928
9/26/2019,86.272
9/26/2019,72.588
9/26/2019,60.672
9/26/2019,77.031
9/26/2019,119.904
9/26/2019,263.96
9/26/2019,363.648
10/31/2019,9.728
10/31/2019,14.75
10/31/2019,29.8
10/31/2019,427.42
11/26/2017,220.752
12/19/2018,152.76
12/19/2018,7.27
12/19/2018,1819.86
12/26/2016,33.9
6/20/2017,31.104
6/20/2017,5.248
10/15/2019,263.88
10/15/2019,2453.43
4/12/2017,29.7
4/12/2017,39.96
12/19/2017,36.672
8/5/2017,13.76
10/1/2019,139.424
5/23/2016,1979.928
6/13/2017,164.736
6/13/2017,470.302
6/13/2017,47.984
4/23/2018,2.502
5/1/2019,88.752
7/19/2019,2.025
11/26/2016,70.98
11/26/2016,91.68
11/26/2016,33.75
11/26/2016,3040
6/12/2017,91.2
6/12/2017,452.94
8/17/2019,52.2
9/25/2016,15.936
5/4/2018,27.46
12/1/2019,55.424
3/11/2016,244.006
8/26/2016,159.984
8/26/2016,1024.716
12/16/2016,3.68
8/8/2018,121.376
8/8/2018,95.976
5/16/2019,255.968
12/9/2017,872.94
12/9/2017,41.54
12/9/2017,12.96
9/24/2019,6.848
7/11/2017,8.67
12/1/2019,6.688
11/19/2016,17.28
11/19/2016,17.712
3/19/2017,28.91
11/13/2016,52.136
11/19/2017,31.968
12/2/2016,25.92
12/2/2016,40.46
12/2/2016,33.87
8/25/2017,9.728
8/25/2017,3.424
10/14/2016,177
11/27/2018,3.76
11/3/2019,1212.848
11/3/2019,89.97
11/3/2019,42.6
11/29/2018,5.04
4/30/2017,62.96
11/24/2017,5.88
11/24/2017,977.292
10/30/2017,9.64
12/17/2018,40.05
9/4/2017,10.192
9/4/2017,16.784
9/4/2017,13.12
10/17/2016,18.16
11/12/2017,16.056
11/12/2017,223.056
11/12/2017,540.048
11/24/2016,33.52
11/24/2016,9.94
8/1/2019,6.72
8/1/2019,1004.976
12/24/2017,17.88
9/17/2016,396
12/10/2017,34.5
9/12/2017,8.36
6/24/2017,385.6
6/24/2017,35.82
8/18/2017,200.064
8/18/2017,21.38
8/18/2017,6.744
12/11/2017,63.686
12/10/2017,1669.6
2/3/2018,83.84
2/3/2018,13.272
2/11/2017,21.336
4/16/2017,16.52
12/6/2019,206.112
12/6/2019,19.92
12/6/2019,198.272
12/6/2019,247.104
12/6/2019,86.304
7/22/2016,4.16
7/22/2016,11.648
11/7/2019,26.18
11/7/2019,7.3
3/26/2019,74.352
8/31/2017,10.744
8/31/2017,8.376
12/4/2016,212.88
2/10/2017,203.983
10/29/2016,40.74
10/29/2016,11.67
9/15/2017,39.99
9/15/2017,16.28
9/15/2017,782.94
9/15/2017,242.48
3/11/2018,8.32
3/11/2018,10.464
2/4/2018,82.896
2/4/2018,34.24
12/31/2018,1573.488
11/23/2019,335.52
11/23/2019,23.912
11/23/2019,27.056
7/6/2018,559.992
11/13/2017,9.324
6/17/2016,111.96
5/3/2018,21.56
10/16/2017,124.75
2/6/2019,5.28
9/4/2017,91.96
5/9/2016,9.344
5/9/2016,79.36
3/16/2019,171.96
4/9/2016,35.352
4/4/2018,18.9
9/5/2017,2.78
6/30/2017,1044.63
11/9/2019,11.352
3/4/2018,354.9
3/19/2019,453.576
11/29/2019,21.48
11/29/2019,8.784
6/11/2017,122.97
11/26/2017,12.84
11/23/2018,603.92
11/23/2018,21.84
11/23/2018,29.99
11/23/2018,381.44
12/15/2018,40.68
12/15/2018,763.28
4/22/2016,23.952
5/23/2016,4.98
2/27/2016,170.88
8/9/2019,307.98
8/9/2019,382.806
8/9/2019,41.96
8/9/2019,1217.568
8/9/2019,47.04
8/9/2019,6.16
8/9/2019,979.95
8/9/2019,143.7
8/9/2019,10.65
8/9/2019,247.8
5/12/2016,10.96
4/15/2016,33.488
4/15/2016,8.04
6/23/2019,201.568
10/19/2018,13.44
3/24/2019,359.058
5/8/2017,47.992
10/16/2017,547.3
11/19/2017,16.896
11/19/2017,6.672
11/19/2017,99.136
11/19/2017,15.992
5/8/2016,211.96
12/11/2016,6.672
11/30/2017,155.94
4/19/2016,39.96
4/19/2016,5.46
4/19/2016,73.2
4/19/2016,5.84
4/19/2016,22.72
4/19/2016,9.336
5/26/2018,290.666
5/26/2018,201.584
5/26/2018,83.984
12/21/2017,1000.02
3/15/2016,83.976
8/10/2019,3.75
8/10/2019,41.4
8/10/2019,29.79
9/10/2016,59.48
9/10/2016,6.69
7/8/2017,198.46
7/8/2017,786.48
7/8/2017,23.168
7/8/2017,50
12/19/2019,675.96
12/19/2019,1265.85
11/16/2019,523.25
9/24/2019,517.5
6/21/2017,17.92
6/21/2017,41.256
5/8/2016,1006.056
5/8/2016,10.688
5/8/2016,10.368
5/8/2016,25.12
5/8/2016,58.112
11/26/2018,15.552
11/26/2018,669.08
11/26/2018,438.336
5/26/2016,19.44
5/26/2016,9.64
5/26/2016,12.7
5/26/2016,41.37
11/29/2018,12.624
3/19/2019,1247.64
3/19/2019,3149.93
3/19/2019,209.7
11/1/2019,35.36
11/1/2019,3.168
9/26/2019,121.104
9/26/2019,45.894
8/29/2018,109.92
8/29/2018,13.36
11/18/2017,169.68
11/18/2017,132.52
11/18/2017,2.96
11/18/2017,8.448
11/18/2017,95.94
5/12/2018,34.79
1/20/2017,160.776
10/30/2017,88.752
10/30/2017,13.904
4/30/2017,677.58
4/30/2017,13.896
11/24/2016,41.92
11/24/2016,297.576
11/24/2016,4.344
11/24/2016,94.992
11/24/2016,74.352
11/24/2016,14.04
1/10/2019,1018.104
10/19/2017,16.68
3/22/2016,58.58
7/3/2017,167.968
12/11/2019,196.62
9/17/2019,21.936
9/17/2019,6.588
5/18/2016,104.28
5/18/2016,17.94
9/7/2018,64.784
9/7/2018,32.382
9/7/2018,42.368
9/7/2018,399.54
9/29/2016,18.97
11/7/2016,14.82
4/24/2017,99.28
4/24/2017,1.188
4/24/2017,7.518
12/10/2017,10.368
12/10/2017,310.88
8/16/2018,853.092
12/9/2017,33.45
12/9/2017,10.4
3/14/2016,21.88
6/26/2016,13.616
9/25/2019,63.96
9/25/2019,14.46
9/25/2019,104.98
12/27/2019,106.96
12/27/2019,21.56
6/3/2018,515.88
7/13/2019,11.808
7/13/2019,1931.04
7/13/2019,9.96
2/2/2018,12.35
3/8/2016,9.702
11/22/2019,11.61
10/30/2017,43.86
10/30/2017,148.48
10/30/2017,7.42
10/30/2017,71.992
10/30/2017,19.9
10/30/2017,1702.12
1/30/2019,14.304
9/8/2017,765.625
10/7/2017,307.666
4/30/2016,7.712
5/19/2016,242.9
5/19/2016,454.9
5/19/2016,35.92
5/19/2016,39.76
5/19/2016,47.744
12/20/2019,159.984
12/20/2019,255.968
12/20/2019,359.058
12/19/2019,434.352
12/19/2019,3.552
12/19/2019,88.832
4/29/2017,1048.35
2/7/2016,100
2/7/2016,7.83
9/28/2018,96.256
9/28/2018,10.688
7/10/2016,338.04
7/10/2016,154.24
7/29/2017,34.848
7/29/2017,22
7/29/2017,4.368
9/3/2019,31.44
9/3/2019,17.9
9/3/2019,129.45
8/9/2018,20.88
10/30/2017,20.736
10/30/2017,7.168
10/30/2017,11.168
10/30/2017,442.4
6/6/2018,13.36
8/13/2016,11.232
8/13/2016,10.272
4/25/2018,10.368
4/25/2018,6.24
11/22/2019,206.962
10/14/2017,9.46
12/2/2017,559.62
12/2/2017,109.92
12/2/2017,8.56
12/8/2019,360.712
12/8/2019,1718.4
7/13/2019,41.568
5/11/2018,46.864
1/5/2018,19.536
9/5/2019,411.332
9/5/2019,28.752
9/5/2019,293.199
8/4/2016,35.06
8/4/2016,4.13
8/4/2016,109.8
8/4/2016,9.82
3/22/2018,7.644
3/22/2018,51.465
3/2/2017,6.976
3/2/2017,12.222
11/27/2016,97.984
11/27/2016,62.4
4/28/2018,20.86
4/28/2018,497.61
4/28/2018,5.34
4/28/2018,3.15
11/24/2019,368.91
11/24/2019,14.7
11/11/2016,59.97
11/11/2016,83.36
7/9/2019,6.58
7/9/2019,122.94
9/22/2017,219.84
9/22/2017,98.16
9/22/2017,33.04
9/22/2017,86.97
2/15/2019,134.97
2/15/2019,699.98
2/15/2019,139.95
9/30/2018,48.94
12/1/2018,2807.84
12/1/2018,46.64
12/8/2018,60.416
9/5/2016,107.94
8/27/2017,63.84
8/27/2017,347.97
8/27/2017,37.008
7/7/2016,215.65
8/8/2016,11.168
8/8/2016,53.952
11/13/2016,4.18
9/22/2017,5.607
9/22/2017,4663.736
9/22/2017,79.984
12/25/2016,2575.944
12/25/2016,45.36
12/25/2016,254.24
2/11/2016,69.93
10/23/2016,16.156
10/23/2016,54.816
6/9/2018,1441.3
11/20/2017,77.6
11/20/2017,4.656
9/14/2019,170.136
6/4/2019,7.38
6/4/2019,9.26
12/13/2019,9.96
5/25/2018,75.6
5/25/2018,29.32
2/16/2016,92.064
2/16/2016,6.976
2/16/2016,62.958
2/16/2016,5.184
12/22/2016,31.32
12/22/2016,11.84
12/22/2016,22.784
2/8/2016,1127.976
7/13/2019,38.88
5/18/2018,779.796
10/21/2017,1439.92
10/21/2017,262.11
11/5/2019,207
8/1/2017,1439.982
8/1/2017,36.288
6/21/2018,21.4
2/19/2017,1245.86
8/1/2018,17.544
8/1/2018,44.128
8/1/2018,62.92
8/1/2018,78.304
7/18/2016,140.81
2/9/2019,40.096
2/9/2019,40.784
7/29/2017,90.57
1/12/2017,40.08
1/12/2017,37.68
9/10/2017,362.352
9/10/2017,7.184
7/20/2019,34.76
7/20/2019,831.2
7/20/2019,26.4
7/20/2019,106.75
7/20/2019,97.82
7/20/2019,141.4
6/13/2018,14.52
5/12/2017,127.92
5/12/2017,34.24
9/3/2019,137.62
9/3/2019,100.49
3/26/2017,257.568
3/26/2017,119.96
11/12/2018,49.632
10/13/2016,727.45
10/13/2016,24.96
11/12/2017,370.782
4/15/2017,196.45
6/25/2019,31.104
6/25/2019,78.256
8/26/2016,6.48
7/21/2018,99.2
7/21/2018,801.568
7/21/2018,272.848
11/21/2017,70.98
6/4/2018,16.224
3/10/2016,176.784
3/25/2017,470.376
12/29/2017,393.568
12/29/2017,302.376
3/28/2017,68.742
3/5/2019,29.34
3/5/2019,383.607
3/5/2019,563.4
11/13/2016,217.056
1/19/2017,6
4/22/2016,31.56
5/13/2018,7.104
5/13/2018,398.352
10/21/2018,121.792
10/21/2018,409.59
3/14/2018,10.56
3/14/2018,3.38
12/22/2017,7.824
11/24/2016,24.784
12/2/2017,34.65
12/31/2019,487.984
10/3/2017,1793.98
8/29/2018,29.808
8/29/2018,505.176
8/29/2018,174.0585
6/29/2016,191.88
8/20/2016,14.78
10/21/2017,5.184
10/21/2017,478.48
10/21/2017,28.4
10/21/2017,909.12
5/17/2016,2.952
5/17/2016,27.018
2/3/2019,136.92
12/18/2017,18.96
11/15/2016,99.39
7/3/2017,273.896
7/3/2017,597.132
1/15/2018,149.95
4/30/2017,4.608
4/30/2017,15.528
4/30/2017,11.952
11/8/2019,11.65
10/30/2019,299.9
8/17/2017,895.92
8/17/2017,462.564
10/3/2019,15.008
7/8/2016,863.64
7/8/2016,47.616
12/5/2017,92.94
3/9/2017,199.98
6/9/2016,177.48
11/28/2017,88.768
3/16/2017,6.48
3/16/2017,46.51
3/16/2017,659.976
11/27/2016,271.992
8/6/2017,145.74
8/6/2017,15.4
11/27/2017,244.55
11/27/2017,166.16
5/25/2019,14.73
7/8/2016,19.968
7/8/2016,33.488
7/8/2016,8.736
7/8/2016,662.88
8/29/2017,47.36
8/29/2017,27.44
8/29/2017,3.24
6/20/2016,95.968
6/20/2016,10.368
9/2/2017,23.1
9/2/2017,11.54
9/2/2017,254.526
9/2/2017,12.98
9/2/2017,26.432
9/2/2017,197.97
9/2/2017,18.9
9/2/2017,1282.41
9/2/2017,4.92
9/2/2017,238
9/2/2017,167.97
9/2/2017,17.12
9/10/2017,16.2
9/10/2017,33.99
9/10/2017,296.85
9/10/2017,112.8
9/10/2017,13.71
9/10/2017,24.9
9/10/2017,286.29
9/10/2017,24.18
12/21/2017,281.97
12/21/2017,69.5
12/21/2017,166.44
9/23/2017, 16GB
5/6/2017,6.408
5/6/2017, 16GB
12/14/2018,5.104
12/14/2018,2.896
12/14/2018,35.016
10/18/2018,275.97
10/18/2018,1394.95
10/18/2018,545.88
5/8/2019,5.248
4/14/2016,933.536
4/14/2016,42.976
12/14/2019,3.76
12/3/2018,479.96
11/25/2018,320.88
11/25/2018,23.88
11/25/2018,26.76
7/25/2016,1439.976
11/9/2019,17.22
11/9/2019,1024.38
11/9/2019,26.22
11/9/2019,17.34
2/24/2017,4.956
6/25/2017,71.04
6/25/2017,5.344
6/25/2017,11.304
12/2/2017,294.62
12/2/2017,8.752
2/6/2018,15
2/6/2018,161.61
2/6/2018,144.95
4/11/2017,199.95
4/11/2017,41.86
12/25/2017,95.94
12/25/2017,304.45
4/11/2017,11.364
12/31/2018,29.68
12/31/2018,47.53
8/3/2017,183.372
11/15/2018,4.224
11/15/2018,333.056
11/15/2018,24.896
12/11/2019,159.984
12/11/2019,46.344
9/18/2016,350.98
9/18/2016,13.08
9/18/2016,900.08
3/19/2019,17.568
3/19/2019,14.62
3/19/2019,33.36
3/19/2019,40.14
9/19/2016,1606.23
9/19/2016,17.04
9/19/2016,49.53
9/19/2016,872.32
8/20/2017,239.12
3/13/2019,141.96
9/8/2016,33.024
9/8/2016,67.136
11/26/2019,14.73
11/26/2019,104.9
11/26/2019,61.04
11/26/2019,10.95
12/9/2016,9.392
12/9/2016,9.328
9/25/2017,8.26
9/25/2017,269.97
1/23/2019,29.04
1/23/2019,14.62
6/18/2019,11.952
6/18/2019,4.536
6/18/2019,9.156
6/18/2019,75.36
10/2/2019,57.504
11/18/2017,38.864
8/17/2018,15.552
7/17/2016,162.64
7/17/2016,597
7/17/2016,55.48
7/11/2019,289.8
7/11/2019,2.502
7/11/2019,6.48
7/11/2019,341.488
7/11/2019,11.12
7/11/2019,25.344
12/1/2016,17.31
12/22/2017,199.95
12/22/2017,1586.69
12/22/2017,84.99
12/22/2017,411.8
10/31/2018,11.34
10/31/2018,80.3
10/31/2018,15.968
10/31/2018,64.74
10/31/2018,19.296
10/31/2018,405.64
10/31/2018,146.352
10/31/2018,251.91
10/31/2018,12.39
4/13/2019,199.96
4/13/2019,710.832
7/21/2016,1.941
11/20/2017,283.92
11/26/2016,7.312
11/7/2017,59.97
11/7/2017,761.544
12/1/2018,58.2
9/12/2017,39.9
9/12/2017,90.86
9/12/2017,94.85
12/24/2019,106.232
12/24/2019,111.984
12/24/2019,7.712
2/23/2017,37.44
11/23/2018,23.68
6/23/2016,122.12
6/23/2016,18.45
6/23/2016,324.9
6/23/2016,146.73
6/23/2016,3.96
10/26/2019,5.76
7/15/2017,26.55
7/15/2017,310.443
11/17/2018,479.9
4/13/2019,12.88
11/25/2019,13.12
5/15/2016,511.84
5/15/2016,91.96
5/15/2016,8.34
9/7/2017,37.68
9/7/2017,279.944
3/10/2018,636.408
3/10/2018,83.168
7/18/2018,259.136
3/24/2017,221.92
3/24/2017,26
9/30/2018,15.552
9/26/2018,0.876
10/31/2019,19.98
10/31/2019,398.352
10/31/2019,5.04
10/31/2019,17.45
10/31/2019,323.136
10/31/2019,29.7
10/31/2019,1295.84
10/31/2019,46.84
10/31/2019,425.833
10/12/2019,209.67
9/19/2016,159.88
4/13/2017,5.28
4/13/2017,895.92
1/7/2017,2.808
11/9/2017,215.976
9/22/2017,241.96
9/22/2017,27.72
12/1/2017,104.68
12/1/2017,62.958
6/23/2018,86.376
10/4/2019,64.944
10/4/2019,20.736
5/20/2018,33.28
5/20/2018,38.52
5/20/2018,139.86
11/20/2019,19.65
11/30/2019,152.991
11/30/2019,10.584
11/30/2019,94.92
12/31/2019,14.76
12/31/2019,3.656
11/16/2017,146.82
6/6/2018,149.544
6/6/2018,17.14
6/6/2018,991.764
9/1/2016,30.48
9/1/2016,23.988
9/1/2016,16.688
6/25/2016,422.058
6/25/2016,38.088
6/25/2016,254.352
12/12/2018,43.31
3/31/2017,84.95
11/19/2017,233.058
11/24/2018,111.79
11/22/2019,14.94
7/14/2016,14.16
4/30/2016,22.608
7/25/2016,21.48
6/22/2018,501.81
6/22/2018,161.94
10/21/2017,17.856
9/3/2016,8.808
5/14/2016,79.384
1/7/2016,34.58
3/13/2017,314.55
10/13/2016,191.976
10/13/2016,8.288
10/13/2016,139.92
10/13/2016,15.872
10/13/2016,6.286
1/27/2017,14.016
1/27/2017,71.976
1/27/2017,107.982
11/19/2017,305.312
8/1/2018,19.752
7/30/2016,9.264
7/30/2019,61.792
10/15/2016,45.68
10/15/2016,60.12
10/15/2016,41.72
10/15/2016,71.6
5/7/2016,85.232
5/7/2016,44.4
5/7/2016,442.764
5/7/2016,3999.95
5/7/2016,199.95
5/7/2016,63.68
8/1/2017,54.896
7/14/2016,29
8/10/2017,70.08
8/10/2017,121.3
8/10/2017,1454.49
6/25/2016,60.81
12/10/2016,153.552
12/10/2016,65.34
12/10/2016,123.92
12/10/2016,35.1
12/10/2016,44.75
12/1/2016,4.704
11/28/2018,14.67
3/28/2019,15.552
3/28/2019,5.232
6/1/2018,22.2
6/1/2018,881.93
9/6/2019,6.096
9/6/2019,191.82
6/29/2019,20.104
9/10/2016,67.56
7/14/2018,29.932
7/14/2018,38.272
8/22/2019,16.52
11/14/2018,832.93
11/14/2018,43.8
11/27/2016,167.292
11/21/2017,27.42
10/1/2017,1.44
10/1/2017,61.776
10/1/2017,241.96
10/1/2017,108.608
9/20/2018,2.816
7/28/2017,9.984
7/28/2017,14.98
7/28/2017,1145.6
12/6/2019,485.94
12/6/2019,37.376
12/6/2019,70.686
7/31/2017,54.816
3/19/2016,72.294
7/29/2017,2.896
7/29/2017,124.792
10/1/2016,330.588
3/31/2018,673.568
3/31/2018,52.98
6/26/2017,526.45
7/9/2017,228.92
12/14/2019,319.968
12/5/2017,205.03
9/15/2019,190.86
9/15/2019,24.32
7/15/2016,44.4
4/20/2017,44.4
11/15/2016,1016.792
11/15/2016,38.136
11/26/2016,494.982
11/21/2017,56.56
11/21/2017,5.56
11/21/2017,9.02
11/21/2017,8.62
11/21/2017,659.976
2/15/2019,13.36
2/15/2019,41.72
2/15/2019,11.52
2/15/2019,541.44
2/15/2019,19.44
4/15/2016,143.7
9/28/2019,43.26
9/28/2019,43.56
9/17/2016,437.85
9/17/2016,109.48
6/16/2017,1212.96
6/16/2017,18.54
11/8/2019,5
11/8/2019,371.97
12/18/2019,166.24
2/6/2017,359.97
11/14/2016,499.98
11/14/2016,5.28
11/14/2016,8.26
10/12/2017,7.968
9/17/2017,12.96
12/20/2017,6.48
12/20/2017,6.984
12/2/2017,47.96
9/21/2019,199.74
3/6/2019,435.26
3/6/2019,1119.984
10/3/2018,143.432
10/3/2018,122.352
6/27/2018,306.2
6/27/2018,85.98
6/27/2018,223.96
10/30/2017,97.568
10/30/2017,614.272
10/30/2017,199.98
9/3/2016,48.16
3/5/2019,23.92
3/5/2019,60.69
5/5/2016,14.352
11/17/2017,35.04
6/1/2017,17.48
6/10/2017,16.4
1/8/2017,892.98
4/20/2019,287.97
4/20/2019,595.38
4/20/2019,12.96
11/1/2019,4.95
12/23/2017,181.95
11/1/2019,13.52
11/1/2019,259.7
11/1/2019,42.95
11/1/2019,1399.93
11/1/2019,503.96
11/14/2018,12.72
11/14/2018,11.52
1/17/2016,316
9/17/2017,723.92
9/17/2017,106.32
12/23/2016,141.372
8/6/2019,27.216
11/5/2017,390.75
6/11/2017,280.792
6/11/2017,68.448
6/11/2017,88.04
6/11/2017,15.872
6/11/2017,215.592
7/20/2017,14.62
7/20/2017,416.32
7/20/2017,43
7/20/2017,182.94
7/20/2017,60.83
7/20/2017,389.97
12/23/2019,194.32
3/20/2017,265.93
12/31/2019,94.74
12/31/2019,60.64
12/31/2019,76.3
12/31/2019,364.8
9/15/2019,79.872
9/15/2019,46.384
9/15/2019,12.96
9/23/2017,14.352
12/25/2019,547.136
9/24/2016,41.96
9/24/2016,41.7
3/21/2017,277.4
3/21/2017,5.78
9/30/2018,69.216
12/10/2017,10.86
12/10/2017,426.79
8/23/2018,25.92
8/23/2018,45.92
8/19/2018,10.72
11/10/2016,41.86
12/31/2018,63.2
12/31/2018,113.97
7/26/2018,123.552
2/22/2016,490.32
3/13/2016,70.08
3/13/2016,1.272
3/13/2016,557.585
12/2/2017,9.024
12/2/2017,69.456
12/2/2017,10.86
12/2/2017,79.47
12/2/2017,10.08
8/31/2019,1552.831
8/31/2019,137.24
8/31/2019,36.51
8/31/2019,239.976
3/17/2018,1579.746
3/17/2018,1071.576
3/17/2018,613.908
3/17/2018,34.86
3/17/2018,155.04
4/16/2017,13.71
3/13/2016,127.88
3/13/2016,160.32
3/13/2016,46
11/24/2018,120.712
2/10/2017,23.12
9/23/2016,532.704
9/23/2016,4.912
7/7/2017,252
7/7/2016,60.288
7/7/2016,2.632
7/7/2016,23.688
7/7/2016,253.372
1/24/2017,5.67
8/19/2018,76.776
8/19/2018,9.184
12/6/2019,32.75
5/6/2016,7.216
5/6/2016,49.568
5/6/2016,54.712
3/25/2017,176.04
3/25/2017,16.02
3/25/2017,185.92
3/25/2017,211.168
3/25/2017,479.984
12/12/2019,7.86
12/12/2019,24.448
12/6/2019,6.48
12/6/2019,41.86
12/6/2019,1619.91
12/6/2019,113.92
3/17/2016,39.68
11/14/2019,37.6
11/14/2019,59.9
11/14/2019,37
8/14/2017,5.76
8/14/2017,16.68
9/9/2017,628.81
9/9/2017,56.45
4/1/2017,94.2
4/1/2017,28.4
9/27/2016,956.6648
10/7/2017,1115.91
10/7/2017,128.744
10/7/2017,79.92
1/20/2017,24.2
1/20/2017,359.976
3/23/2017,211.84
8/1/2018,5.68
6/7/2019,7.52
11/12/2018,11.96
11/12/2018,629.064
12/29/2016,754.45
7/6/2019,301.96
10/12/2017,595
10/12/2017,79.872
5/21/2016,2396.4
11/9/2017,63.56
11/9/2017,99.99
4/18/2016,230.376
4/18/2016,9.664
12/25/2017,158.928
12/25/2017,13.023
12/25/2017,273.06
12/25/2017,39.312
6/11/2016,1.344
6/11/2016,8.272
6/11/2016,12.544
5/13/2017,58.48
12/28/2017,7.4
3/25/2018,366.786
5/28/2017,54.368
11/14/2019,33.96
11/14/2019,826.11
7/3/2017,545.85
11/18/2018,145.98
11/18/2018,35.808
7/17/2017,7.904
5/22/2016,345
5/22/2016,174.286
5/22/2016,662.84
5/22/2016,95.1
5/22/2016,26.88
5/22/2016,257.98
9/25/2019,17.48
10/31/2016,492.835
9/14/2019,269.49
11/5/2016,29.12
3/17/2017,18.75
3/17/2017,119.7
3/17/2017,9.144
3/17/2017,57.06
3/17/2017,71.6
3/17/2017,107.44
3/17/2017,7.31
3/17/2017,59.1
3/17/2017,46.53
8/15/2017,97.84
7/11/2019,29.97
7/11/2019,98.352
12/3/2017,83.92
12/3/2017,14.624
12/3/2017,136.99
12/3/2017,3.15
5/4/2017,9.11
5/4/2017,571.44
5/4/2017,32.4
5/4/2017,16.91
1/22/2016,14.272
1/22/2016,451.136
1/22/2016,64.864
11/3/2016,217.584
11/3/2016,82.95
11/3/2016,87.71
11/3/2016,1101.48
9/4/2017,1322.352
9/13/2018,5.46
6/19/2017,11.184
6/19/2017,153.584
12/24/2017,1003.62
8/28/2017,35.168
8/28/2017,1137.75
8/28/2017,99.68
8/28/2017,5.56
1/2/2019,85.52
1/2/2019,9.84
1/2/2019,20.04
10/9/2019,631.96
10/9/2019,23.92
12/13/2018,90.24
11/19/2018,4548.81
9/10/2016,300.93
9/10/2016,719.96
6/16/2018,647.84
9/26/2019,64.17
9/26/2019,124.46
5/19/2016,9.584
6/22/2017,37.608
6/17/2017,12.224
6/17/2017,2.304
6/17/2017,9.36
11/14/2016,7.38
7/25/2018,53.72
7/25/2018,8187.65
7/25/2018,77.92
7/2/2019,32.784
3/2/2017,196.776
3/2/2017,479.94
11/18/2016,1117.92
4/18/2019,106.5
12/2/2017,45.66
11/11/2016,95.968
11/11/2016,47.992
9/5/2018,264.32
11/15/2018,604.656
5/2/2017,129.93
10/15/2016,20.16
10/15/2016,29.46
10/15/2016,868.59
10/15/2016,12.96
10/15/2016,5.5
10/15/2016,121.6
4/6/2019,42.048
4/6/2019,25.488
4/6/2019,6.9
4/6/2019,9.648
4/6/2019,7.968
10/24/2018,10.368
8/17/2018,114.2
8/17/2018,17.96
8/17/2018,12.67
8/17/2018,339.96
8/15/2017,1801.632
